user_type,count,mean_minutes,median_minutes,p25_minutes,p75_minutes
Casual,2136844,25.36500830196308,15.183333333333334,9.216666666666667,27.716666666666665
Member,5658821,12.783081048743782,10.333333333333334,6.483333333333333,16.083333333333332
