location_name,month,actual_mean_daily,historical_mean_daily,delta,z_score,direction
"Keele St, south of Sheppard Ave W (multi-use path)",12,6.580645161290323,13.059943146706217,-6.4792979854158945,-2.35998718897746,below baseline
