model,predictor,coefficient,std_err,t_value,p_value
continuous_near_subway,C(day_of_week)[T.6],-13.015676162687523,25.64755319423601,-0.5074821782848528,0.6118165379427798
continuous_near_subway,C(month)[T.2],-51.1711242390658,46.253891021483206,-1.1063096122075162,0.26859253274806216
continuous_near_subway,C(month)[T.3],35.28213008182933,36.92624071829736,0.955475818700024,0.33933712823404094
continuous_near_subway,C(month)[T.4],181.78277382875018,54.142635237639055,3.357479240359875,0.0007865664979213756
continuous_near_subway,C(month)[T.5],349.0956567301362,73.06836106321984,4.777658231968464,1.7734848062395026e-06
continuous_near_subway,C(month)[T.6],667.3342378228791,102.92122312066266,6.483932250207624,8.936236180504958e-11
continuous_near_subway,C(month)[T.7],837.2620869710724,105.26690617297201,7.9537066055242835,1.810125135258622e-15
continuous_near_subway,C(month)[T.8],833.1676460391031,90.33241466340479,9.223351873672803,2.879550034200647e-20
continuous_near_subway,C(month)[T.9],844.9126265582021,81.6874459977739,10.343237155207754,4.491053548017494e-25
continuous_near_subway,C(month)[T.10],627.1236225169747,74.60884106332131,8.40548671684537,4.260907815838339e-17
continuous_near_subway,C(month)[T.11],293.02950113372873,55.54902591359763,5.27515102766184,1.3264680129102724e-07
continuous_near_subway,C(month)[T.12],21.14025084789615,53.25954350524315,0.396928878029437,0.6914199082060375
continuous_near_subway,total_delay_min,0.06904412947142186,0.048460478438105685,1.4247512962466076,0.1542291053838827
continuous_near_subway,temp_mean_c,20.030953090717905,3.250695550819565,6.162051406403686,7.180853009541925e-10
continuous_near_subway,total_rain_mm,-12.132159522332334,2.8596298432559832,-4.242562914547926,2.2098156276606657e-05
continuous_near_subway,total_snow_cm,-19.12606287028296,5.533974795146536,-3.4561167295263253,0.0005480179430414678
