location_name,year,month,mean_daily_volume,total_volume,days_with_data
"Yonge St, north of Macpherson Ave",2022,12,202.32258064516128,6272,31
"Yonge St, north of Macpherson Ave",2023,1,185.6451612903226,5755,31
"Yonge St, north of Macpherson Ave",2023,2,185.53571428571428,5195,28
"Yonge St, north of Macpherson Ave",2023,3,232.36666666666667,6971,30
"Yonge St, north of Macpherson Ave",2023,4,429.23333333333335,12877,30
"Yonge St, north of Macpherson Ave",2023,5,652.6774193548387,20233,31
"Yonge St, north of Macpherson Ave",2023,6,668.3,20049,30
"Yonge St, north of Macpherson Ave",2023,7,602.9354838709677,18691,31
"Yonge St, north of Macpherson Ave",2023,8,631.6774193548387,19582,31
"Yonge St, north of Macpherson Ave",2023,9,694.0,20820,30
"Yonge St, north of Macpherson Ave",2023,10,596.0645161290323,18478,31
"Yonge St, north of Macpherson Ave",2023,11,414.6,12438,30
"Yonge St, north of Macpherson Ave",2023,12,286.48387096774195,8881,31
"Yonge St, north of Macpherson Ave",2024,1,226.83870967741936,7032,31
"Yonge St, north of Macpherson Ave",2024,2,360.3103448275862,10449,29
"Yonge St, north of Macpherson Ave",2024,3,395.2,11856,30
"Yonge St, north of Macpherson Ave",2024,4,525.8,15774,30
"Yonge St, north of Macpherson Ave",2024,5,874.7096774193549,27116,31
"Yonge St, north of Macpherson Ave",2024,6,1174.9333333333334,35248,30
"Yonge St, north of Macpherson Ave",2024,7,1993.032258064516,61784,31
"Yonge St, north of Macpherson Ave",2024,8,1951.0,60481,31
"Yonge St, north of Macpherson Ave",2024,9,2204.4666666666667,66134,30
"Yonge St, north of Macpherson Ave",2024,10,1966.258064516129,60954,31
"Yonge St, north of Macpherson Ave",2024,11,1488.1333333333334,44644,30
"Yonge St, north of Macpherson Ave",2024,12,734.5806451612904,22772,31
"Yonge St, north of Macpherson Ave",2025,1,536.3225806451613,16626,31
"Yonge St, north of Macpherson Ave",2025,2,300.2142857142857,8406,28
"Yonge St, north of Macpherson Ave",2025,3,815.1666666666666,24455,30
"Yonge St, north of Macpherson Ave",2025,4,1327.6333333333334,39829,30
"Yonge St, north of Macpherson Ave",2025,5,1804.225806451613,55931,31
"Yonge St, north of Macpherson Ave",2025,6,2059.5,61785,30
"Yonge St, north of Macpherson Ave",2025,7,2087.5416666666665,50101,24
"Yonge St, north of Macpherson Ave",2026,3,634.0454545454545,13949,22
"Yonge St, north of Macpherson Ave",2026,4,1188.7,35661,30
"Yonge St, north of St Clair Ave",2022,11,411.2352941176471,6991,17
"Yonge St, north of St Clair Ave",2022,12,303.5483870967742,9410,31
"Yonge St, north of St Clair Ave",2023,1,225.16129032258064,6980,31
"Yonge St, north of St Clair Ave",2023,2,261.35714285714283,7318,28
"Yonge St, north of St Clair Ave",2023,3,315.6,9468,30
"Yonge St, north of St Clair Ave",2023,4,735.6333333333333,22069,30
"Yonge St, north of St Clair Ave",2023,5,1110.0967741935483,34413,31
"Yonge St, north of St Clair Ave",2023,6,1257.2666666666667,37718,30
"Yonge St, north of St Clair Ave",2023,7,1251.4516129032259,38795,31
"Yonge St, north of St Clair Ave",2023,8,1293.0645161290322,40085,31
"Yonge St, north of St Clair Ave",2023,9,1283.1666666666667,38495,30
"Yonge St, north of St Clair Ave",2023,10,1046.8709677419354,32453,31
"Yonge St, north of St Clair Ave",2023,11,718.1333333333333,21544,30
"Yonge St, north of St Clair Ave",2023,12,433.51612903225805,13439,31
"Yonge St, north of St Clair Ave",2024,1,437.3225806451613,13557,31
"Yonge St, north of St Clair Ave",2024,2,699.6206896551724,20289,29
"Yonge St, north of St Clair Ave",2024,3,733.2,21996,30
"Yonge St, north of St Clair Ave",2024,4,927.3333333333334,27820,30
"Yonge St, north of St Clair Ave",2024,5,1452.0967741935483,45015,31
"Yonge St, north of St Clair Ave",2024,6,1610.5333333333333,48316,30
"Yonge St, north of St Clair Ave",2024,7,1607.225806451613,49824,31
"Yonge St, north of St Clair Ave",2024,8,1541.0,47771,31
"Yonge St, north of St Clair Ave",2024,9,1773.7666666666667,53213,30
"Yonge St, north of St Clair Ave",2024,10,1615.258064516129,50073,31
"Yonge St, north of St Clair Ave",2024,11,1362.5,40875,30
"Yonge St, north of St Clair Ave",2024,12,824.483870967742,25559,31
"Yonge St, north of St Clair Ave",2025,1,683.6129032258065,21192,31
"Yonge St, north of St Clair Ave",2025,2,410.7142857142857,11500,28
"Yonge St, north of St Clair Ave",2025,3,810.2,24306,30
"Yonge St, north of St Clair Ave",2025,4,1165.5,34965,30
"Yonge St, north of St Clair Ave",2025,5,1469.8387096774193,45565,31
"Yonge St, north of St Clair Ave",2025,6,1546.2,46386,30
"Yonge St, north of St Clair Ave",2025,7,1638.4193548387098,50791,31
"Yonge St, north of St Clair Ave",2025,8,1507.3548387096773,46728,31
"Yonge St, north of St Clair Ave",2025,9,1614.4666666666667,48434,30
"Yonge St, north of St Clair Ave",2025,10,1316.8064516129032,40821,31
"Yonge St, north of St Clair Ave",2025,11,884.1333333333333,26524,30
"Yonge St, north of St Clair Ave",2025,12,520.3548387096774,16131,31
"Yonge St, north of St Clair Ave",2026,1,293.16129032258067,9088,31
"Yonge St, north of St Clair Ave",2026,2,239.21428571428572,6698,28
"Yonge St, north of St Clair Ave",2026,3,536.7666666666667,16103,30
"Yonge St, north of St Clair Ave",2026,4,834.2666666666667,25028,30
"Yonge St, south of Davisville Ave",2022,11,224.47058823529412,3816,17
"Yonge St, south of Davisville Ave",2022,12,200.8709677419355,6227,31
"Yonge St, south of Davisville Ave",2023,1,143.1290322580645,4437,31
"Yonge St, south of Davisville Ave",2023,2,156.53571428571428,4383,28
"Yonge St, south of Davisville Ave",2023,3,194.53333333333333,5836,30
"Yonge St, south of Davisville Ave",2023,4,449.76666666666665,13493,30
"Yonge St, south of Davisville Ave",2023,5,719.516129032258,22305,31
"Yonge St, south of Davisville Ave",2023,6,816.3,24489,30
"Yonge St, south of Davisville Ave",2023,7,820.4193548387096,25433,31
"Yonge St, south of Davisville Ave",2023,8,880.0645161290323,27282,31
"Yonge St, south of Davisville Ave",2023,9,882.4333333333333,26473,30
"Yonge St, south of Davisville Ave",2023,10,690.8709677419355,21417,31
"Yonge St, south of Davisville Ave",2023,11,484.6333333333333,14539,30
"Yonge St, south of Davisville Ave",2023,12,297.7096774193548,9229,31
"Yonge St, south of Davisville Ave",2024,1,236.51612903225808,7332,31
"Yonge St, south of Davisville Ave",2024,2,419.82758620689657,12175,29
"Yonge St, south of Davisville Ave",2024,3,534.9666666666667,16049,30
"Yonge St, south of Davisville Ave",2024,4,653.448275862069,18950,29
"Yonge St, south of Davisville Ave",2024,5,1065.0645161290322,33017,31
"Yonge St, south of Davisville Ave",2024,6,1218.3,36549,30
"Yonge St, south of Davisville Ave",2024,7,1254.967741935484,38904,31
"Yonge St, south of Davisville Ave",2024,8,1229.8387096774193,38125,31
"Yonge St, south of Davisville Ave",2024,9,1266.7333333333333,38002,30
"Yonge St, south of Davisville Ave",2024,10,1172.3548387096773,36343,31
"Yonge St, south of Davisville Ave",2024,11,944.1176470588235,16050,17
"Yonge St, south of Davisville Ave",2025,1,322.93548387096774,10011,31
"Yonge St, south of Davisville Ave",2025,2,177.57142857142858,4972,28
"Yonge St, south of Davisville Ave",2025,3,489.0,14670,30
"Yonge St, south of Davisville Ave",2025,4,754.8666666666667,22646,30
"Yonge St, south of Davisville Ave",2025,5,1063.1612903225807,32958,31
"Yonge St, south of Davisville Ave",2025,6,1236.4,37092,30
"Yonge St, south of Davisville Ave",2025,7,1337.608695652174,30765,23
"Yonge St, south of Davisville Ave",2025,8,1248.448275862069,36205,29
"Yonge St, south of Davisville Ave",2025,9,1264.8333333333333,37945,30
"Yonge St, south of Davisville Ave",2025,10,1021.0645161290323,31653,31
"Yonge St, south of Davisville Ave",2025,11,643.3333333333334,19300,30
"Yonge St, south of Davisville Ave",2025,12,301.0,9331,31
"Yonge St, south of Davisville Ave",2026,1,133.80645161290323,4148,31
"Yonge St, south of Davisville Ave",2026,2,135.85714285714286,3804,28
"Yonge St, south of Davisville Ave",2026,3,348.43333333333334,10453,30
"Yonge St, south of Davisville Ave",2026,4,632.5666666666667,18977,30
